unique_identifier,project_name,condition,replicate_id,reference_condition_identifier,reference_strain,deleted_genes,mutated_genes,overexpressed_genes,perturbed_gene_ids,doi,pmid,organism,dataset,R1,R2,pH,GEO,Run,SRX,contact,creator,project,Platform,run_date,full_name,sample_id,Base Media,Culture Type,n_replicates,LibraryLayout,passed_fastqc,Evolved Sample,Temperature (C),Electron Acceptor,Sequencing Machine,Strain Description,Carbon Source (g/L),Biological Replicates,Nitrogen Source (g/L),Trace Element Mixture,passed_pct_reads_mapped,passed_number_replicates,passed_global_correlation,passed_similar_replicates,passed_reads_mapped_to_CDS,Supplement,Growth Rate (1/hr),Antibiotic for selection,Additional Details,Isolate Type
p1k_00032,Nac/NtrC,wt_gln,2,p1k_00027;p1k_00028,MG1655,,,,"",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R2_001.fastq.gz,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,4/17/2013,nac_ntrc:wt_gln,nac_ntrc__wt_gln__2,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(2),2,glutamine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
p1k_00033,Nac/NtrC,bw_delnac_csn,1,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-1_S1_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-1_S1_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_csn,nac_ntrc__bw_delnac_csn__1,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,cytosine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00034,Nac/NtrC,bw_delnac_csn,2,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-2_S2_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytosine-2_S2_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_csn,nac_ntrc__bw_delnac_csn__2,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,cytosine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00035,Nac/NtrC,bw_delnac_cytd,1,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-1_S1_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-1_S1_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_cytd,nac_ntrc__bw_delnac_cytd__1,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,cytidine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00036,Nac/NtrC,bw_delnac_cytd,2,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-2_S2_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/NTR-RNA-del-nac-cytidine-2_S2_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_cytd,nac_ntrc__bw_delnac_cytd__2,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,cytidine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00037,Nac/NtrC,bw_delnac_gln,1,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-1_S5_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-1_S5_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_gln,nac_ntrc__bw_delnac_gln__1,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,glutamine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00038,Nac/NtrC,bw_delnac_gln,2,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-2_S6_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-glutamine-2_S6_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_gln,nac_ntrc__bw_delnac_gln__2,W2,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,glutamine(2),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00039,Nac/NtrC,bw_delnac_nh4,1,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-1_S3_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-1_S3_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_nh4,nac_ntrc__bw_delnac_nh4__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00040,Nac/NtrC,bw_delnac_nh4,2,p1k_00027;p1k_00028,BW25113,nac,,,"b1988",escholarship.org/uc/item/0k4709x6,,e_coli,precise1k,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R1_001.fastq,s3://precise-db/raw_data/nac_ntrc/del-nac-ammonia-2_S4_L001_R2_001.fastq,7,GSE54904,,,Donghyuk Kim,Donghyuk Kim,nac_ntrc,ILLUMINA,2/16/2016,nac_ntrc:bw_delnac_nh4,nac_ntrc__bw_delnac_nh4__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_nac,glucose(2),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00041,Misc,wt_no_te,1,p1k_00041;p1k_00042,MG1655,,,,"",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R2_001.fastq.gz,7,GSE122211,SRR8164476,SRX4985291,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,3/13/2015,misc:wt_no_te,misc__wt_no_te__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
p1k_00042,Misc,wt_no_te,2,p1k_00041;p1k_00042,MG1655,,,,"",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R2_001.fastq.gz,7,GSE122211,SRR8164477,SRX4985292,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,3/13/2015,misc:wt_no_te,misc__wt_no_te__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
p1k_00043,Misc,bw_delcbl,1,p1k_00041;p1k_00042,BW25113,cbl,,,"b1987",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-1_S1_L001_R2_001.fastq.gz,7,GSE122211,SRR8164478,SRX4985293,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,7/29/2015,misc:bw_delcbl,misc__bw_delcbl__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_cbl,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00044,Misc,bw_delcbl,2,p1k_00041;p1k_00042,BW25113,cbl,,,"b1987",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/SUL-RNA-dcbl-2_S2_L001_R2_001.fastq.gz,7,GSE122211,SRR8164479,SRX4985294,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,7/29/2015,misc:bw_delcbl,misc__bw_delcbl__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_cbl,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00045,Misc,bw_delfabr,1,p1k_00041;p1k_00042,BW25113,fabr,,,"b3963",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-1_S1_L001_R2_001.fastq.gz,7,GSE122211,SRR8164480,SRX4985295,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,7/29/2015,misc:bw_delfabr,misc__bw_delfabr__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_fabR,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00046,Misc,bw_delfabr,2,p1k_00041;p1k_00042,BW25113,fabr,,,"b3963",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfabR-2_S2_L001_R2_001.fastq.gz,7,GSE122211,SRR8164481,SRX4985296,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,7/29/2015,misc:bw_delfabr,misc__bw_delfabr__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_fabR,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00047,Misc,bw_delfadr,1,p1k_00041;p1k_00042,BW25113,fadr,,,"b1187",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-1_S3_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-1_S3_L001_R2_001.fastq.gz,7,GSE122211,SRR8164482,SRX4985297,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,7/29/2015,misc:bw_delfadr,misc__bw_delfadr__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_fadR,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00048,Misc,bw_delfadr,2,p1k_00041;p1k_00042,BW25113,fadr,,,"b1187",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-2_S4_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/LIP-RNA-dfadR-2_S4_L001_R2_001.fastq.gz,7,GSE122211,SRR8164483,SRX4985298,Sangwoo Seo,Sangwoo Seo,misc,ILLUMINA,7/29/2015,misc:bw_delfadr,misc__bw_delfadr__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_fadR,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,,,Kanamycin,,
p1k_00049,Misc,nitr_031,1,p1k_00041;p1k_00042,MG1655,,,,"",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/misc/0-3_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/0-3_S1_L001_R2_001.fastq.gz,7,GSE72020,SRR2157520,SRX1144222,Jose Utrilla,Jose Utrilla,misc,ILLUMINA,7/24/2014,misc:nitr_031,misc__nitr_031__1,M9,Chemostat,1,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),1,NH4Cl(10mM),sauer trace element mixture,TRUE,FALSE,TRUE,TRUE,TRUE,,,,chemostat w/ dilution rate 0.31 h^-1,
p1k_00050,Omics,wt_glu,1,p1k_00050;p1k_00051,MG1655,,,,"",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R2_001.fastq.gz,7,GSE122211,SRR8164484,SRX4985299,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,7/2/2014,omics:wt_glu,omics__wt_glu__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,glutamate (10mM),,,,
p1k_00051,Omics,wt_glu,2,p1k_00050;p1k_00051,MG1655,,,,"",10.1038/s41467-019-13483-w,,e_coli,precise1k,s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R2_001.fastq.gz,7,GSE122211,SRR8164485,SRX4985300,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,7/2/2014,omics:wt_glu,omics__wt_glu__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,glutamate (10mM),,,,
p1k_00052,Omics,wt_gly,1,p1k_00050;p1k_00051,MG1655,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R2_001.fastq.gz,7,GSE59760,SRR1525108,SRX661397,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,7/3/2014,omics:wt_gly,omics__wt_gly__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,glycine (10mM),,,,
p1k_00053,Omics,wt_gly,2,p1k_00050;p1k_00051,MG1655,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R2_001.fastq.gz,7,GSE59760,SRR1525109,SRX661398,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,7/3/2014,omics:wt_gly,omics__wt_gly__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,glycine (10mM),,,,
p1k_00054,Omics,wt_thr,1,p1k_00050;p1k_00051,MG1655,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R2_001.fastq.gz,7,GSE59760,SRR1525110,SRX661399,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,7/7/2014,omics:wt_thr,omics__wt_thr__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,threonine (10mM),,,,
p1k_00055,Omics,wt_thr,2,p1k_00050;p1k_00051,MG1655,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R2_001.fastq.gz,7,GSE59760,SRR1525111,SRX661400,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,7/7/2014,omics:wt_thr,omics__wt_thr__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(4),2,NH4Cl(1),sauer trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,threonine (10mM),,,,
p1k_00056,Omics,bw_ac,1,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-ac-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-ac-1_S1_L001_R2_001.fastq.gz,7,GSE59759,SRR1525098,SRX661387,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,1/12/2015,omics:bw_ac,omics__bw_ac__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,acetate(3.5),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.2,,,
p1k_00057,Omics,bw_ac,2,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-ac-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-ac-2_S2_L001_R2_001.fastq.gz,7,GSE59759,SRR1525099,SRX661388,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,1/12/2015,omics:bw_ac,omics__bw_ac__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,acetate(3.5),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.2,,,
p1k_00058,Omics,bw_fum,1,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-fum1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-fum1_S1_L001_R2_001.fastq.gz,7,GSE59759,SRR1525100,SRX661389,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,1/12/2015,omics:bw_fum,omics__bw_fum__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,fumarate(2.8),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.31,,,
p1k_00059,Omics,bw_fum,2,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-fum2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-fum2_S2_L001_R2_001.fastq.gz,7,GSE59759,SRR1525101,SRX661390,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,1/12/2015,omics:bw_fum,omics__bw_fum__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,fumarate(2.8),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.31,,,
p1k_00060,Omics,bw_glc,1,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-glc1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-glc1_S1_L001_R2_001.fastq.gz,7,GSE59759,SRR1525102,SRX661391,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,3/12/2013,omics:bw_glc,omics__bw_glc__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,glucose(5),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.61,,,
p1k_00061,Omics,bw_glc,2,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-glc2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-glc2_S2_L001_R2_001.fastq.gz,7,GSE59759,SRR1525103,SRX661392,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,3/12/2013,omics:bw_glc,omics__bw_glc__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,glucose(5),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.61,,,
p1k_00062,Omics,bw_pyr,1,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-pyr-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-pyr-1_S1_L001_R2_001.fastq.gz,7,GSE59759,SRR1525104,SRX661393,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,1/12/2015,omics:bw_pyr,omics__bw_pyr__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,pyruvate(3.3),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.37,,,
p1k_00063,Omics,bw_pyr,2,p1k_00050;p1k_00051,BW25113,,,,"",10.1038/ncomms13091,,e_coli,precise1k,s3://precise-db/raw_data/omics/bw25113-pyr-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/bw25113-pyr-2_S2_L001_R2_001.fastq.gz,7,GSE59759,SRR1525105,SRX661394,Donghyuk Kim,Donghyuk Kim,omics,ILLUMINA,1/12/2015,omics:bw_pyr,omics__bw_pyr__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli BW25113,pyruvate(3.3),2,NH4Cl(1),aebersold trace element mixture,TRUE,TRUE,TRUE,TRUE,TRUE,"thiamine (1.4mM), FeCl3 (60uM)",0.37,,,
p1k_00064,OmpR,wt_nacl,1,p1k_00064;p1k_00065,MG1655,,,,"",10.1038/s41598-017-02110-7,,e_coli,precise1k,s3://precise-db/raw_data/ompr/WTNaCl2_S2_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/WTNaCl2_S2_L001_R2_001.fastq,7,GSE88980,SRR4435464,SRX2254712,Sangwoo Seo,Sangwoo Seo,ompr,ILLUMINA,7/29/2015,ompr:wt_nacl,ompr__wt_nacl__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(2),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,NaCl (0.3M),0,,,
p1k_00065,OmpR,wt_nacl,2,p1k_00064;p1k_00065,MG1655,,,,"",10.1038/s41598-017-02110-7,,e_coli,precise1k,s3://precise-db/raw_data/ompr/WTNaCl1_S1_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/WTNaCl1_S1_L001_R2_001.fastq,7,GSE88980,SRR4435465,SRX2254713,Sangwoo Seo,Sangwoo Seo,ompr,ILLUMINA,7/29/2015,ompr:wt_nacl,ompr__wt_nacl__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 MG1655,glucose(2),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,NaCl (0.3M),0,,,
p1k_00066,OmpR,bw_delompr_nacl,1,p1k_00064;p1k_00065,BW25113,ompr,,,"b3405",10.1038/s41598-017-02110-7,,e_coli,precise1k,s3://precise-db/raw_data/ompr/dompRNaCl1_S3_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/dompRNaCl1_S3_L001_R2_001.fastq,7,GSE88980,SRR4435466,SRX2254714,Sangwoo Seo,Sangwoo Seo,ompr,ILLUMINA,7/29/2015,ompr:bw_delompr_nacl,ompr__bw_delompr_nacl__1,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_ompR,glucose(2),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,NaCl (0.3M),0,Kanamycin,,
p1k_00067,OmpR,bw_delompr_nacl,2,p1k_00064;p1k_00065,BW25113,ompr,,,"b3405",10.1038/s41598-017-02110-7,,e_coli,precise1k,s3://precise-db/raw_data/ompr/dompRNaCl2_S4_L001_R1_001.fastq,s3://precise-db/raw_data/ompr/dompRNaCl2_S4_L001_R2_001.fastq,7,GSE88980,SRR4435467,SRX2254715,Sangwoo Seo,Sangwoo Seo,ompr,ILLUMINA,7/29/2015,ompr:bw_delompr_nacl,ompr__bw_delompr_nacl__2,M9,Batch,2,PAIRED,TRUE,No,37,O2,MiSeq,Escherichia coli K-12 BW25113 del_ompR,glucose(2),2,NH4Cl(1),,TRUE,TRUE,TRUE,TRUE,TRUE,NaCl (0.3M),0,Kanamycin,,
p1k_00068,MinSpan,wt_ade,1,p1k_00070;p1k_00071;p1k_00072,MG1655,,,,"",10.15252/msb.20145243,,e_coli,precise1k,s3://precise-db/raw_data/minspan/SRR922263_1.fastq,s3://precise-db/raw_data/minspan/SRR922263_2.fastq,7,GSE48324,SRR922263,SRX315215,Aarash Bordbar,Haythem Latif,minspan,ILLUMINA,10/1/2012,minspan:wt_ade,minspan__wt_ade__1,M9,Batch,1,PAIRED,TRUE,No,37,O2,GAIIX,Escherichia coli K-12 MG1655,glucose(4),1,NH4Cl(1),sauer trace element mixture,TRUE,FALSE,TRUE,TRUE,TRUE,adenine (10mM),,,,
